customer_name,customer_gender,loyalty_card_number,latitude,longitude,degree,customer_id
Kevin Bradley,1,0,38.787041749282245,-9.156924598379792,0,41678
Beaulah Nelson,0,1,38.74052390768399,-9.16161148292882,3,8584
Eric Schmid,1,0,38.75693562246538,-9.174151589972004,0,13956
Edward Martinez,1,1,38.77810619721213,-9.1780534000632,2,2450
Celia Horr,0,0,38.78039096184904,-9.165464746192695,0,34565
Tyrone May,1,1,38.742011148358046,-9.119522042313154,0,18799
Don Diehl,1,1,38.74971813028337,-9.165654395911822,0,34911
Nancy Thurmond,0,0,38.7213584368158,-9.169264933961587,0,48267
Jason Friedman,1,0,38.75925658423198,-9.165737736557778,0,26960
Michael Simpson,1,1,38.74917558519185,-9.1735414485761,2,8593
Carol Barke,0,1,38.77454749602524,-9.17522543736531,0,18681
Numbers Farley,0,1,38.72061258145922,-9.168596826738682,0,15823
Vernon Toler,1,0,38.754008314197385,-9.135746447992812,0,32015
Harry Tinkham,1,0,38.73879263597031,-9.192538077354817,0,48322
John Rausch,1,1,38.70801064778991,-9.16154040658452,0,6800
Paula Taylor,0,1,38.7606355498051,-9.167013691752617,0,22952
Daniel Cribbs,1,1,38.73003560137331,-9.184404927573034,0,32155
Shirley Townes,0,1,38.752347657159895,-9.173274653014508,0,38569
Tomeka Reilly,0,0,38.77694611032899,-9.165012509523864,0,27185
Louis Keith,1,0,38.71013786986251,-9.226536348019163,0,46936
Particia Wallace,0,1,38.73648751285501,-9.148836979948026,1,7083
Brett Solberg,1,0,38.708714580711295,-9.147639917884453,0,28791
Nancy Davis,0,0,38.787230697095694,-9.156069157680411,0,34376
Jacob Jones,1,0,38.74891836031875,-9.15938530010908,0,35509
Ronald Castrejon,1,1,38.73560397169068,-9.150394944370246,2,6096
Jeffrey Castro,1,0,38.78051399735343,-9.187240406074569,0,23456
Elisha Kennedy,0,0,38.75896713444298,-9.140420974609938,0,21281
Robert Alleyne,1,0,38.76478843108685,-9.096231892545104,0,31989
Danial Carr,1,0,38.75373535138628,-9.153132048599158,0,21842
Andy Principe,1,0,38.78019794803679,-9.146330101122484,0,40709
Dennis Conner,1,0,38.762529218519965,-9.176150170241558,0,26275
Karen Moore,0,0,38.74512892722494,-9.139470827040284,0,40323
Christopher Hightower,1,0,38.76085933363655,-9.166193324044796,0,40020
Charlene Gambles,0,0,38.73550806116476,-9.190202152089457,0,37939
Joseph Crockett,1,1,38.727461078836974,-9.193862566443167,0,24238
Bryan Perkins,1,0,38.70709157322075,-9.158083004549397,0,33413
Helen Buck,0,1,38.733195546616805,-9.191173415493417,0,5690
Terrance Horsley,1,0,38.753485139912506,-9.204521635199413,0,18631
Bonnie Chapman,0,0,38.75110986186832,-9.20390177804885,0,37581
Michael Petersen,1,0,38.76555933761616,-9.15218385782891,0,37988
James Young,1,1,38.74694821501191,-9.152924776512018,0,7411
Jacqulyn Harbach,0,1,38.77452328359717,-9.121628833268485,0,16592
Roxie Falls,0,1,38.787001823969696,-9.133252296525615,1,4600
John Crook,1,1,38.73785962683824,-9.156568784537026,2,14694
Carlo Goodwin,1,1,38.76154848217103,-9.160309516943174,0,9077
Jason Carson,1,0,38.755245989924575,-9.180649042454304,0,42880
William Jackson,1,1,38.73589359378212,-9.15050972083604,0,22449
Larry Bacon,1,0,38.78325150587819,-9.17576903358535,0,28438
Helen Peel,0,0,38.72446492012358,-9.11840665927028,0,27338
William Hall,1,0,38.74858077178871,-9.173297751919089,0,48681
Beatrice Leung,0,1,38.754193974780286,-9.1581841883628,1,6152
Karen Sellers,0,0,38.77190148221067,-9.211580641781602,0,49124
Etta Robles,0,0,38.71385489376304,-9.196276952403112,0,30433
Brad Salak,1,1,38.77226696971204,-9.184270292323124,0,16757
Lizbeth Hester,0,1,38.708552471358445,-9.17429976519301,0,32951
Kelli Biron,0,1,38.772841707583225,-9.13729246910578,3,953
Justin Kaehler,1,0,38.78089465508658,-9.177147557720843,0,38411
Lori Taylor,0,0,38.78649098950361,-9.122081912894686,0,21166
Brenton Banks,1,0,38.71829959116246,-9.14458873022352,0,28601
Susan Rosenberg,0,0,38.73662069199083,-9.149800952238186,0,42311
Raymond Johnson,1,0,38.70792245159156,-9.12764715836905,0,29554
Keith Masters,1,1,38.77477915465903,-9.181033463261322,0,8694
Karen Rudolph,0,1,38.73932089084436,-9.171639669216695,0,14847
Glenda Matthews,0,0,38.76816102528245,-9.184992491159164,0,44172
Jacqueline Khoury,0,0,38.76408895904702,-9.094940174729258,0,43853
Joseph Canada,1,0,38.7374481438499,-9.150027113016254,0,44777
Issac Gallegos,1,0,38.71250217354718,-9.13033487239508,0,46034
Douglas Hecker,1,1,38.73712684333324,-9.149608051765131,3,21886
Theresa Ingram,0,0,38.7840034852316,-9.118733415830231,0,29937
Keith Chavez,1,0,38.75852676579071,-9.139941060080456,0,41446
Linda Platt,0,0,38.756719523518896,-9.118022724970894,0,38883
Irma Hyatt,0,0,38.70962653527016,-9.121651238589154,0,45326
Tyler Patterson,1,1,38.72769590140968,-9.090627189480385,0,22295
Christine Dipietro,0,0,38.7195146380282,-9.1386017467315,0,33894
Michael Page,1,1,38.75667403456173,-9.181738474305815,0,7105
Michael Carter,1,1,38.72486919129774,-9.140717695330572,0,38905
Melanie Whitney,0,1,38.769236899030616,-9.171065441348793,0,15283
Denise Brown,0,0,38.72241931065592,-9.183423124735205,0,28054
Dionne Klar,0,1,38.731000005765694,-9.163986274341436,2,1712
Marsha Stogsdill,0,0,38.7250622666455,-9.17026544926308,0,33478
David Turner,1,1,38.76824930170598,-9.185877557649212,0,9582
Francis Salyards,1,1,38.72551210921669,-9.167670998933032,3,1826
David Briseno,1,0,38.7123175879007,-9.18520308933359,0,29774
Julie Bragg,0,0,38.7601206694419,-9.172067167697678,0,39679
Nila Herke,0,0,38.73657103736502,-9.149988782821683,0,44753
Ann Henscheid,0,1,38.76164170614744,-9.125078970969303,1,11904
Thelma Gonzales,0,0,38.73021152794831,-9.182559917754302,0,31728
Joseph Carroll,1,1,38.70828742073336,-9.170775266856664,1,10877
Tommie Adams,1,0,38.7445671883322,-9.207964670221768,0,47473
Eugene Adams,1,1,38.72391006976476,-9.18080356417354,1,14730
Clarence Stephens,1,0,38.73616098164919,-9.150687914128763,0,28500
Elizabeth Hutchison,0,1,38.73681538335982,-9.14894529750542,1,12262
Gerald Paz,1,0,38.777934776065145,-9.168356885935165,0,11187
Evangelina Warren,0,0,38.7633077249711,-9.155174730215563,0,40120
Lucius Hendricks,1,1,38.71219622261382,-9.144605217894355,0,22225
Mary Pate,0,1,38.74089534484333,-9.178999874285878,0,10256
Jason Mcelroy,1,0,38.748799598925565,-9.17253193099056,0,38968
Hector Malpass,1,0,38.73407083520268,-9.127983859152945,0,28727
Rebbecca Showalter,0,1,38.76442812133507,-9.094896531589905,2,12059
Sarah Vincent,0,1,38.735951673403314,-9.13558792625922,0,29642
Larry Smart,1,0,38.736638150450936,-9.149313331520457,0,33749
Christopher Eason,0,1,38.71740362815629,-9.141396905036627,0,38735
William Main,1,0,38.72651232547037,-9.20981777268844,0,19410
Lisa Cattaneo,0,0,38.74184916916702,-9.147104320135616,0,32984
Lois Sacco,0,0,38.73175339314395,-9.170008455545585,0,10980
Marco Styles,1,0,38.7594116585626,-9.166160783464427,0,40268
Frank White,1,1,38.74826676757231,-9.169907107417307,0,32280
Julee Gardner,0,0,38.735470522058776,-9.148849148340918,0,34112
Virginia Bake,0,0,38.78258836168914,-9.169539220297253,0,44250
Michael Little,1,0,38.75290596824277,-9.209420504116112,0,33453
Tanya Fetter,0,0,38.74816079547086,-9.17213028358796,0,34956
Kurtis Chisum,1,1,38.73742854328327,-9.150601176499606,1,9568
Nancy Fields,0,1,38.778148092898974,-9.176304879477817,0,11567
Philip Phillips,1,1,38.75667203107685,-9.141121001599712,1,203
Stacy Akins,0,1,38.75614556581381,-9.143451542785328,3,2026
Brenda Stewart,0,0,38.735850572125486,-9.119695187625329,0,44274
Eve Janusz,0,0,38.76460759994687,-9.177425407154786,0,11645
Sharon Carder,0,1,38.76624288274488,-9.168652595997855,1,19628
Sandy Stuart,0,1,38.759564106047534,-9.166544885129412,3,1625
Israel Richardson,1,0,38.74478198793556,-9.129877948869968,0,45837
Raymond Thrasher,1,0,38.76813440570566,-9.18559595196217,0,32190
Helen Pizzo,0,1,38.74755153029047,-9.17348171418834,1,8367
Darlene Schneider,0,1,38.75972767618558,-9.167554886776658,3,7270
John Dean,1,1,38.75454251569325,-9.133888862696317,1,7883
Michelle Rose,0,0,38.71037720390361,-9.215584320547988,0,42269
Joey Summers,1,1,38.73499745784439,-9.148436778552838,0,23238
Jason Rosenthal,1,0,38.71518411876047,-9.192756449316766,0,16487
Heather Zelechowski,0,0,38.76332792586638,-9.14356951005518,0,23445
Jeffrey Hausner,1,0,38.763610259314135,-9.169311413056157,0,47840
Danny Greenhill,1,1,38.785873563293904,-9.183371230688469,0,1628
Sonia Chandler,0,0,38.75837876722367,-9.134581432656454,0,40700
George Torres,1,1,38.73678882152188,-9.149428635792058,2,9978
Nikki Kroesing,0,0,38.75439198670909,-9.157200225368022,0,39759
Maria Kaye,0,1,38.76102059231106,-9.12230531515706,0,37695
Ray Taylor,1,0,38.69926974972679,-9.187963141429227,0,49177
Belinda Eikleberry,0,1,38.72531165942909,-9.19469637383105,0,11279
Aaron Johnson,1,1,38.7764252096523,-9.140279125718871,0,35111
Jeffrey Stringer,1,0,38.72812762902359,-9.1507842256277,0,42019
Barbara Prickett,0,1,38.73317290190107,-9.15673727444937,0,27308
Marilyn Hansen,0,0,38.70791380936642,-9.150219002505036,0,45077
Ana Bly,0,1,38.72737170016067,-9.124872768456065,0,7700
Barney Cephas,1,1,38.73858848267231,-9.165184950692582,0,13740
Russel Greeno,1,1,38.74195673834009,-9.166009082591437,0,17022
William Perez,1,1,38.734279373074685,-9.151065693075704,0,22269
Mary Whitaker,0,0,38.73911553262858,-9.151181462261814,0,40964
Christine Buchanan,0,1,38.72161309215972,-9.118585537622582,0,7234
Robert Dion,1,1,38.740932615100704,-9.179958066613327,0,21442
Nichole Swartzentrube,0,0,38.73802669145333,-9.160288117131268,0,41404
James Clark,0,0,38.77126262252425,-9.166967351258675,0,35209
Willie Holman,1,1,38.7399301571528,-9.12653689938588,2,869
Wallace Dungee,1,0,38.7845268969732,-9.129732848217367,0,40114
Patricia Schmidt,0,0,38.7816753551426,-9.180284366563324,0,49915
Cynthia Lawrence,0,1,38.72289722809798,-9.137460968340196,3,5813
Michael Toelke,1,1,38.75440210536504,-9.167204375311728,0,6250
Karla Brown,0,0,38.74974833892959,-9.150895807384089,0,46919
Alex Garza,1,0,38.74090505477446,-9.182706081203827,0,27738
Janice Desimone,0,1,38.76001145314475,-9.18651092379432,0,12472
Tish Dirks,0,1,38.78222777642379,-9.153175558207645,2,187
Laurie Dickerson,0,1,38.74788819537799,-9.173898344960714,1,25974
Fred Hicks,1,0,38.736404930742935,-9.164224552438135,0,32756
Jami Gay,0,0,38.73734135712202,-9.149486952740032,0,48492
Kristie Sluss,0,1,38.73400260445375,-9.13357033369401,0,24109
Terri Martin,0,1,38.75418645021448,-9.157045303765804,2,5775
John Roberts,1,0,38.73062587746197,-9.190046197246737,0,46200
Frederick Montero,1,0,38.7186353946915,-9.110587625196043,0,34188
Sandra Jackson,0,1,38.71127277289113,-9.153348484489207,0,7774
Debra Smith,0,1,38.76095066698191,-9.11786722875738,1,5988
Richard Moser,1,0,38.78535272766697,-9.13624130002477,0,32657
Diana Bayardo,0,0,38.75936472995807,-9.141987756166186,0,29390
Catherine Thacher,0,0,38.7594863432298,-9.116719312337189,0,46488
Julie Welch,0,1,38.76388581909408,-9.095380891841703,1,5370
Brittney Vojna,0,0,38.7380635902583,-9.162618848559086,0,45013
Greg Moses,1,1,38.783097584008885,-9.148711995461962,0,19340
Richard Tillman,1,1,38.7222118735246,-9.127530126724782,2,9129
Gary Shaw,1,1,38.72303239439006,-9.16376059679376,0,23062
Carl Begay,1,0,38.75192044248544,-9.141866945227,0,31408
Shawn Freeman,1,1,38.74972126394665,-9.177517273685218,1,6870
Todd Plotner,1,0,38.73645875724103,-9.14942307597754,0,38766
Dorothy Miller,0,1,38.74722341489886,-9.209002928715735,0,10047
Elaine Marty,0,1,38.73430974093839,-9.129772605506432,0,20576
Billy Harris,1,0,38.76009900313342,-9.165937913864289,0,30644
Meghan May,0,1,38.73664007089611,-9.120737983127237,2,2070
Jonathan Lopez,1,0,38.783378899734416,-9.154740011553224,0,44327
Lester Shearing,1,0,38.74748564289637,-9.172095556168603,0,40289
Gregory Jones,1,0,38.73925931433629,-9.153850562200974,0,26888
Mayme Fortier,0,1,38.75056007491818,-9.190143930064009,0,31138
Hannah Lamoureux,0,1,38.7360293852316,-9.149334927645086,1,22482
Robert Thibault,1,1,38.76347436656764,-9.139929574812973,0,23576
Francisco Kelly,1,0,38.78747471933018,-9.171308161366532,0,43012
Carissa Stegmann,0,1,38.77710536089437,-9.135525968874758,0,31941
Holly Silvey,0,0,38.76556342624174,-9.192627883983006,0,38227
Nilda Thomas,0,1,38.78616878144799,-9.182501069761072,0,21106
Michael Graham,1,1,38.76391975825065,-9.096120891571395,3,7938
Darlene Sims,0,0,38.74842547185621,-9.17229807039868,0,49918
Donna Elmore,0,1,38.78705320815338,-9.175447925458284,0,18172
Marvin Maymon,1,0,38.78550079651086,-9.160618137835806,0,15860
Arthur Newmark,1,1,38.7224807670905,-9.173693605129197,0,9645
Michael Hurst,1,1,38.76146930292703,-9.12545416370234,2,11932
Eugenia Wood,0,0,38.723092636444086,-9.168145555357228,0,48099
William Helms,1,0,38.714024470444215,-9.1858279826677,0,34283
David Lavalley,1,1,38.78261722544323,-9.171952963780829,0,14306
Kelly Detwiler,0,1,38.754023027777926,-9.185360248748298,1,1737
Kayla Perez,0,1,38.76051635247094,-9.16485491611646,0,29328
Steven Ala,1,1,38.75529082319264,-9.12159470842048,0,15460
Dana Butler,0,1,38.749656831057024,-9.140705984436815,0,18768
Henry Greenberg,1,1,38.74883982354594,-9.170900284049829,0,26503
Michael Grundhoefer,1,0,38.72058210254629,-9.119031880363888,0,42891
Thomas Calzada,1,1,38.78468862907231,-9.1588677685542,0,5836
Evelyn Whatley,0,0,38.76114270366753,-9.221518546616416,0,44318
Paul Eibell,1,0,38.74699558909551,-9.161544317952655,0,48910
Robert Bowens,1,1,38.77617167487925,-9.156978131370776,0,20846
Irene Harrell,0,1,38.75426552959684,-9.172918869638782,3,8442
Jeffrey Ha,1,1,38.75086439525243,-9.150306369280868,1,13203
Caroline Swain,0,0,38.76016434301562,-9.165620807012996,0,45666
Lydia Martin,0,0,38.71951224778735,-9.177617007757656,0,44870
John Ransom,1,1,38.73015301785374,-9.184728154834836,3,13661
Rochel Chesterfield,0,0,38.7799293223978,-9.166741231999492,0,38767
Glenn Daniels,1,1,38.76434040759403,-9.09627575783758,2,13059
Sandra Lichlyter,0,0,38.74727025975595,-9.180128785169874,0,43203
Whitney Moore,0,1,38.74354977226312,-9.195070156844851,0,33343
Troy Kaplan,1,0,38.76758694452045,-9.166015894828815,0,42251
Eva Reid,0,0,38.76467484938339,-9.09636700916966,0,47344
Stasia Parks,0,1,38.783914704934354,-9.116958277962969,0,37550
Ruby Calhoun,0,1,38.75777452067432,-9.169921459818488,0,15416
David Weber,1,1,38.76077890723733,-9.14840167447951,0,22149
Jean Alberts,0,0,38.74978306460457,-9.193109850022022,0,38146
Veronica Blue,0,0,38.759200040225416,-9.166774142100191,0,25359
Stella Ortiz,0,0,38.73427275129863,-9.107776876488568,0,49100
Stephen Gallaher,1,0,38.74058857835748,-9.16925493136992,0,40353
Christian Hughes,1,1,38.78672328266978,-9.12439234071288,0,21547
Abraham Hutchison,1,0,38.75536210542344,-9.11369556100475,0,36562
Julia Allison,0,0,38.727013601358834,-9.1580794595635,0,15037
Charles Donnelson,1,1,38.79774193573092,-9.134061517129163,0,20939
Judy Marcella,0,1,38.73947085642905,-9.124221330179148,1,9677
Lillian Jones,0,1,38.70799574280934,-9.17239895407584,0,12952
John Reynolds,1,1,38.73681468443616,-9.138610237565748,0,38117
Harland Evans,1,0,38.77476156376328,-9.197837540205883,0,13466
Margarite Wallace,0,1,38.71776236715959,-9.150830052862505,0,34647
Katherine Joy,0,1,38.748945928801895,-9.161990901912365,3,9551
Lauren Hobden,0,0,38.74820876438707,-9.17355431515767,0,41390
John Arrington,1,1,38.742701363807775,-9.142783193883838,2,7964
Ed Smith,1,1,38.74919714782681,-9.150428884898629,2,1086
Scott Robinson,1,1,38.70320418464526,-9.136874334024933,1,7307
Rita Oxendine,0,1,38.73099729396348,-9.138701174752722,0,34518
Marina Savage,0,1,38.7673677715018,-9.159823188527582,2,18597
Nancy Lagrone,0,1,38.722554662237776,-9.176330900982537,0,6513
Tiny Hardy,0,1,38.7787776956697,-9.169830523843224,0,16939
Leroy Crowl,1,1,38.75976210898574,-9.166147808080265,2,723
Saundra Dixon,0,1,38.73192629281252,-9.192272438270752,2,8320
Dianne Witherspoon,0,1,38.731441838126685,-9.181998922380108,2,2111
Natalie Chatman,0,1,38.74092069549575,-9.107784075078712,2,3763
Jeffery Rojas,1,1,38.76429449135082,-9.120916993625723,0,20528
Alejandro Pointer,1,0,38.74764798382333,-9.159975626081811,0,49944
Paul Holt,1,1,38.75135887630532,-9.158190867876373,0,39895
Betty Graham,0,1,38.70196457685972,-9.185756215372823,0,17127
Carlotta Gonzalez,0,0,38.74209852076608,-9.09823697898454,0,41278
Shannon Mcmanus,1,1,38.7617585068696,-9.219562355999814,3,3460
Laura Erb,0,0,38.785602224971335,-9.1477616744256,0,23367
Celeste Tahon,0,1,38.72358078765469,-9.158514008644152,0,27541
William Torres,1,0,38.75233762732304,-9.125696387242968,0,44216
Clara Oconnell,0,0,38.74824809710198,-9.17369215441023,0,34963
Terrie Walker,0,1,38.75996709475038,-9.165720627401171,3,3321
Alice Oneill,0,1,38.75974969908029,-9.171463077170577,1,13492
Alfonso Applewhite,1,1,38.717783913916286,-9.186888914628566,0,17853
Jody Jett,1,1,38.71247785567688,-9.18152813959296,2,5877
Donald Timmons,1,0,38.76791445585546,-9.206120323052122,0,20639
Clark Miller,1,0,38.78621485743449,-9.153044197363316,0,38378
Viola Velazquez,0,0,38.7722340861714,-9.134754339147609,0,23668
Thomas Ratliff,1,0,38.7480328781436,-9.172940412503916,0,38291
George Flores,1,0,38.74027579835276,-9.17577028964258,0,41483
Robert Markus,1,1,38.74876972699826,-9.162857442061028,0,8711
Sarah Benally,0,0,38.732078467167646,-9.18715289562222,0,46141
Sydney Stern,1,0,38.75796303646935,-9.193525104962395,0,41346
Elbert Williams,1,1,38.71660127252543,-9.186477596891644,0,23855
Jessie Atkins,0,1,38.74232763498437,-9.11987749592534,2,2107
Constance Hood,0,1,38.703262069571,-9.124764797997988,3,3693
William Soule,1,0,38.71866706995417,-9.16377461486736,0,37419
Teresa Edwards,0,0,38.7339297530291,-9.192149642420162,0,43288
Maria Yates,0,0,38.786860544215926,-9.168667323126073,0,34024
Robert Mclaughlin,1,1,38.72226608667582,-9.14784458707531,0,7942
Keith Steele,1,0,38.77269755592528,-9.126553548176071,0,44833
Agnes Lee,0,1,38.71935644925979,-9.175243710770244,3,1377
Joan Kubik,0,0,38.73703079789805,-9.16212987743337,0,33497
Emily Hammons,0,0,38.73153811338975,-9.170640098540806,0,38517
Elliot Lewis,1,1,38.75783067363399,-9.141696493109627,2,6098
Constance Santiago,0,1,38.71092141240026,-9.15014578652316,3,11216
Marlys Torres,0,0,38.72748762165504,-9.160195713846198,0,41656
Frederick Trejo,1,1,38.74325199079578,-9.11784758003235,0,21304
Jeffrey Scanlan,1,0,38.770936098141846,-9.169879949950284,0,21305
Jeff Packard,1,0,38.74605483175902,-9.147394098831368,0,34879
Regina Barrows,0,1,38.71997518034473,-9.160161391185463,3,758
Paul Duy,1,0,38.78267227388926,-9.1752361276104,0,42249
Arline Quintana,0,1,38.71355346264312,-9.1231023283972,0,19434
Sandra Gilman,0,0,38.73734591060424,-9.150091442803438,0,34629
Robert Rowan,1,1,38.74464972037211,-9.164784338849854,0,39218
Gerald Morrill,1,0,38.75045189460592,-9.190651056461189,0,32006
Darren Moore,1,0,38.74609690054285,-9.181297721007391,0,31905
Gregory Goodwin,1,1,38.77001683626259,-9.187756061122665,2,2619
Linda Wilgus,0,1,38.76128329119635,-9.162010735485522,0,20317
Danny Koroma,1,1,38.7185647770983,-9.142850836305206,0,15193
Olga Lockhart,0,0,38.78105310994288,-9.09591081617141,0,39587
Mandy Spurlock,0,0,38.75135281304496,-9.12902242104578,0,42803
Jacqueline Bennett,0,1,38.7256118088399,-9.170049112273164,1,8962
Jill Seay,0,0,38.77912442418853,-9.12068349568245,0,43672
Ludivina Aguilera,0,1,38.7819616630654,-9.184709368816558,0,5592
Asia Mills,0,1,38.71160021760989,-9.16869224196513,0,18931
Pamela Hart,0,0,38.759277047952565,-9.205063049528832,0,44997
Jacqueline Tennant,0,1,38.70920983493591,-9.180626644670188,2,2156
Andrea Urban,0,1,38.73727680329164,-9.1501039705077,2,1985
Eleanor Whitten,0,0,38.75995932093571,-9.167244494503263,0,36714
Robert Logan,1,0,38.76441013038219,-9.190375236947936,0,32880
Jeffrey Cooper,1,0,38.7488642623718,-9.148249538728974,0,39403
James Taylor,1,0,38.74954788259608,-9.1792428411281,0,44533
Mamie Webster,0,0,38.72373891157721,-9.178032054135222,0,28533
Karen Stephens,0,1,38.73625254974414,-9.116948257536558,1,3424
Bob Henson,1,1,38.735967453407085,-9.189652124792657,0,19788
Shawn Mcgibney,1,0,38.7761608708234,-9.138487487581273,0,27531
Angelina Hathaway,0,0,38.75806105644547,-9.189223453558098,0,35216
Raymond Gunter,1,0,38.73538190792406,-9.186659530127368,0,44856
Susan Coleman,0,0,38.782499813212496,-9.14916485952384,0,42812
Mary Nguyen,0,1,38.76324265859498,-9.142296731691616,0,38060
Michael Neff,1,0,38.76574977924847,-9.173138845503397,0,11816
Malissa Conyers,0,0,38.73733140839299,-9.15082322044617,0,34824
Eunice Stevens,0,0,38.76584680653028,-9.204543175366602,0,18368
Melissa Chiapetti,0,1,38.74835752986425,-9.154132780946254,0,38392
Brenda Mosley,0,1,38.7105341553244,-9.13668955088626,0,6027
Frances Fenwick,0,0,38.7489718691112,-9.119245204978087,0,41403
Philip Iniguez,1,0,38.76338660160146,-9.096064096105415,0,25342
Jerry Johnson,1,0,38.77417340975732,-9.17357165295006,0,24932
Frank Mathis,1,0,38.73074784841855,-9.116910475563657,0,41818
Elvie Bond,0,1,38.73086084841216,-9.167916462138816,2,2387
Elizabeth Anderson,0,1,38.72655002486402,-9.188014990327588,0,9927
Blake Holland,1,1,38.720118109910565,-9.185196827302336,0,21484
Frances Allen,0,1,38.77642478172703,-9.133038686514524,0,28814
Jimmy Huffman,1,1,38.78541061078645,-9.11863857439508,1,4538
Katherine Bailey,0,1,38.7854105753273,-9.183265268211484,0,30844
Larry Lucas,1,0,38.760668060376624,-9.165869333401607,0,44734
Delores Fabry,0,1,38.7368568120291,-9.19542814475298,0,37395
Katie Torres,0,0,38.75923496035474,-9.19035271343119,0,33362
Gilbert Richardson,1,1,38.74550253899872,-9.15301764778681,0,26168
Anna Bergeron,0,0,38.70540702777785,-9.209719971564734,0,37631
Justin Likens,1,1,38.74915897062924,-9.173633181940971,0,20979
Franklin Griego,1,1,38.73543855614019,-9.150445242265407,3,2202
Roy Averett,1,1,38.74189315470845,-9.169989716602638,0,37771
Michael Linahan,1,0,38.73209644240018,-9.183580285386652,0,40763
Niki West,0,0,38.76364529730713,-9.095801755488855,0,26323
Richard Jonas,1,0,38.793521890448936,-9.10839579084315,0,41332
Jeff Morel,1,0,38.77483164389314,-9.153177496823346,0,42512
Linda Chase,0,1,38.74106874783416,-9.23476309425365,0,15536
Dana Mcguire,0,1,38.73538860398859,-9.174378858217738,0,20924
Anita Patch,0,0,38.72680949957145,-9.19206799428884,0,34377
Luis Kolb,1,0,38.73699680138105,-9.149613467073756,0,26218
Timothy Strong,1,1,38.73923379589829,-9.16410466032744,1,4880
Roberta Baker,0,1,38.72891755933126,-9.178727132937654,2,5048
Pedro Rodriguez,1,0,38.78028702458542,-9.139019001223994,0,43920
Lisa Howorth,0,0,38.78333654681017,-9.1657509630175,0,34593
Clyde Sparling,1,0,38.71058391635847,-9.13615417781236,0,18744
Melanie Poindexter,0,1,38.70575358854617,-9.164599058830031,1,6247
Tiffany Duclos,0,1,38.76756654134252,-9.178556383205116,0,14924
Frederick Freeman,1,0,38.72716550690832,-9.106672194961709,0,47024
Ira Goss,1,0,38.74789359535518,-9.17767634970183,0,42728
Richard Sharpe,1,1,38.77571537672855,-9.147043419941022,0,19945
Thomas Ramsay,1,1,38.75451194440634,-9.13948319600938,0,22976
Timothy Vaughan,1,1,38.763763386400605,-9.095840608813416,1,14231
Katherine Taylor,0,0,38.71243249323543,-9.151230756997322,0,35625
Rena Hill,0,1,38.71824750298288,-9.155486946173966,0,21423
Mark Roddam,1,1,38.712382648251065,-9.169082396422269,0,29242
David Jacobson,1,0,38.72464558350774,-9.178135689448595,0,42157
Carmen Durham,1,0,38.75082592725405,-9.063981581615694,0,30117
Randall Woods,1,1,38.70785265453401,-9.127689726569226,0,34992
Robert Walton,1,1,38.76299596892154,-9.09504204161468,3,11653
Daniel Kelley,1,0,38.75483024249695,-9.142746911312551,0,33442
Cora Gilmore,0,0,38.753957593384925,-9.21934094086883,0,36809
Robert Johnson,1,1,38.750739980619095,-9.189139870017812,0,20314
Barbara Felder,0,0,38.71158392659161,-9.174476012547157,0,13891
Derrick Schneider,1,0,38.78373719522423,-9.170334270312347,0,43525
Joshua Martin,1,1,38.76874308267516,-9.19016334330684,0,29586
Judy Bergquist,0,1,38.71887872568374,-9.184512798091845,0,11299
Leroy Anderson,1,1,38.7416634359608,-9.127235015339553,0,37849
Nellie Tarnoff,0,1,38.78588053735535,-9.16589919112794,3,5433
Carolyn Stapler,0,1,38.7128873164746,-9.18788497425467,0,25121
Lynelle Doughty,0,0,38.77090229367324,-9.144779380378816,0,45332
John Sneed,1,0,38.72705862856698,-9.119382008507078,0,33662
Tyrone Anderson,1,1,38.76290987891987,-9.142472107947324,0,35241
Julianna Koch,0,0,38.77589685892259,-9.17376008986858,0,19839
Jesus Pineda,1,0,38.70875746242001,-9.18228312067763,0,42382
Donald Mueller,1,0,38.76129237535631,-9.177231674271026,0,42691
Kenneth Rodriguez,1,1,38.73721427630141,-9.149218011336364,1,11044
Frank Newman,1,1,38.77835390813065,-9.195647194703373,0,23100
William Abels,1,0,38.76228424482825,-9.162340573747386,0,29991
Adrian Dejesus,1,0,38.76561128895481,-9.184407237901135,0,43040
Heather Woods,0,1,38.74689179245478,-9.188192758439634,3,14827
George Tan,1,1,38.7641075254423,-9.09444022011022,1,5638
Cynthia Warren,0,1,38.73941324794057,-9.172218587122408,0,27117
Prince Ortiz,1,0,38.70898789079623,-9.13326752099658,0,49691
Evelyn Knight,0,1,38.73615997463462,-9.192097610906169,3,4467
Charlotte Cucco,0,0,38.73571626817877,-9.150313587449174,0,28621
David Timm,1,1,38.74748099720919,-9.173622982892292,3,14166
Richard Gilmore,1,1,38.7490750105503,-9.174030945424146,1,16380
Jamel Johnson,1,1,38.73691295237879,-9.14949574670776,0,23750
Lavern Shaw,0,1,38.72856812064106,-9.196110821084948,0,22529
Rodney Butler,1,1,38.71668117974794,-9.118899737409189,1,3569
Miriam Rhodarmer,0,1,38.76290090234621,-9.095560422673474,1,4354
Mary Satcher,0,1,38.76297399694774,-9.095280923177878,2,6315
Ernestine Simon,0,1,38.76047246113352,-9.16665800338651,3,19825
William Nicholls,1,0,38.77659279480218,-9.181442517335888,0,46670
